"store_code","sales_value","cogs","total_expenses","marketing_expenses","inventory_value","exp_profit","product_id","sale_date"
"206","105","44","69","39","617","10","13","08/01/10 00:00:00"
"206","144","60","84","54","606","10","13","10/01/10 00:00:00"
"206","147","61","85","55","613","0","13","11/01/10 00:00:00"
"206","160","63","87","57","521","10","13","04/01/11 00:00:00"
"206","153","64","82","58","551","10","13","05/01/11 00:00:00"
"206","159","62","85","56","612","10","13","09/01/11 00:00:00"
"206","153","60","84","54","606","10","13","10/01/11 00:00:00"
"206","130","58","56","22","338","20","5","05/01/10 00:00:00"
"206","133","59","56","22","403","20","5","07/01/10 00:00:00"
"206","134","54","56","20","312","20","5","01/01/11 00:00:00"
"206","126","53","53","20","306","20","5","02/01/11 00:00:00"
"206","135","57","55","21","313","30","5","04/01/11 00:00:00"
"206","129","54","54","20","391","20","5","11/01/11 00:00:00"
"206","150","69","42","21","965","60","6","01/01/10 00:00:00"
"206","151","69","43","21","965","60","6","04/01/10 00:00:00"
"206","170","78","45","24","995","60","6","05/01/10 00:00:00"
"206","226","103","52","31","1073","90","6","08/01/10 00:00:00"
"206","182","83","46","25","1063","70","6","09/01/10 00:00:00"
"206","164","75","44","23","1063","40","6","11/01/10 00:00:00"
"206","165","71","44","22","950","50","6","03/01/11 00:00:00"
"206","161","69","43","21","965","60","6","04/01/11 00:00:00"
"206","168","78","42","24","995","60","6","05/01/11 00:00:00"
"206","194","83","46","25","1063","70","6","09/01/11 00:00:00"
"206","310","124","71","40","961","120","8","01/01/10 00:00:00"
"206","325","130","74","42","945","120","8","02/01/10 00:00:00"
"206","309","123","71","40","932","120","8","03/01/10 00:00:00"
"206","275","110","67","36","1020","100","8","05/01/10 00:00:00"
"206","232","92","61","30","1102","90","8","06/01/10 00:00:00"
"206","313","125","73","41","1119","130","8","10/01/10 00:00:00"
"206","325","130","73","42","1134","120","8","11/01/10 00:00:00"
"206","346","130","74","42","945","120","8","02/01/11 00:00:00"
"206","311","116","70","38","962","110","8","04/01/11 00:00:00"
"206","346","130","73","42","1134","120","8","11/01/11 00:00:00"
"206","99","40","23","11","793","50","9","05/01/10 00:00:00"
"206","98","40","21","11","793","50","9","05/01/11 00:00:00"
"206","167","62","43","19","346","40","11","03/01/10 00:00:00"
"206","159","60","42","18","329","40","11","10/01/10 00:00:00"
"206","185","65","43","20","372","40","11","02/01/11 00:00:00"
"206","124","47","34","14","371","30","11","06/01/11 00:00:00"
"206","161","57","40","17","349","40","11","09/01/11 00:00:00"
"206","137","56","40","17","382","40","12","02/01/10 00:00:00"
"206","99","40","35","12","443","20","12","06/01/10 00:00:00"
"206","90","36","34","11","458","30","12","08/01/10 00:00:00"
"206","120","49","37","15","454","30","12","11/01/10 00:00:00"
"206","168","61","43","19","390","40","12","01/01/11 00:00:00"
"206","137","52","39","16","376","30","12","03/01/11 00:00:00"
"206","121","46","38","14","388","20","12","04/01/11 00:00:00"
"206","98","40","33","12","443","20","12","06/01/11 00:00:00"
"206","89","36","32","11","458","30","12","08/01/11 00:00:00"
"206","128","49","37","15","454","30","12","11/01/11 00:00:00"
"206","103","45","26","14","605","30","4","04/01/10 00:00:00"
"206","110","48","28","15","599","40","4","05/01/10 00:00:00"
"206","110","48","28","15","593","40","4","06/01/10 00:00:00"
"206","115","50","29","16","587","50","4","07/01/10 00:00:00"
"206","69","30","22","9","581","30","4","08/01/10 00:00:00"
"206","76","33","22","10","577","30","4","09/01/10 00:00:00"
"206","51","22","19","7","573","20","4","10/01/10 00:00:00"
"206","123","48","28","15","623","40","4","01/01/11 00:00:00"
"206","109","48","26","15","599","40","4","05/01/11 00:00:00"
"206","114","50","27","16","587","50","4","07/01/11 00:00:00"
"206","54","22","19","7","573","20","4","10/01/11 00:00:00"
"206","60","24","19","7","567","20","4","12/01/11 00:00:00"
"209","106","127","63","40","1215","-80","1","05/01/10 00:00:00"
"209","87","154","71","49","1832","-150","1","07/01/10 00:00:00"
"209","162","95","55","30","608","30","1","01/01/11 00:00:00"
"209","109","127","63","40","2947","-90","1","12/01/11 00:00:00"
"209","712","284","152","99","2108","400","2","04/01/10 00:00:00"
"209","759","284","152","99","2108","400","2","04/01/11 00:00:00"
"209","201","75","55","24","659","40","13","11/01/11 00:00:00"
"209","289","121","143","109","788","30","5","05/01/10 00:00:00"
"209","576","247","113","81","1744","210","6","12/01/10 00:00:00"
"209","614","247","113","81","1744","210","6","12/01/11 00:00:00"
"209","247","95","37","26","809","100","8","02/01/11 00:00:00"
"209","546","251","99","77","1268","200","9","09/01/10 00:00:00"
"209","582","251","99","77","1268","200","9","09/01/11 00:00:00"
"209","90","39","25","12","541","40","10","10/01/10 00:00:00"
"209","276","113","43","31","897","90","11","06/01/10 00:00:00"
"209","187","76","32","21","580","50","12","10/01/10 00:00:00"
"210","532","244","96","75","1213","270","2","06/01/10 00:00:00"
"210","256","104","40","29","952","120","5","07/01/10 00:00:00"
"210","302","123","46","34","915","100","5","10/01/10 00:00:00"
"210","298","123","42","34","941","120","5","08/01/11 00:00:00"
"210","123","50","25","14","589","40","6","11/01/10 00:00:00"
"210","84","34","30","10","428","30","9","08/01/11 00:00:00"
"212","198","81","34","22","460","100","13","04/01/10 00:00:00"
"212","150","54","27","15","456","70","13","01/01/11 00:00:00"
"212","208","86","33","24","499","100","13","05/01/11 00:00:00"
"212","66","135","155","122","3641","-210","5","12/01/10 00:00:00"
"212","70","125","146","113","1382","-190","5","04/01/11 00:00:00"
"212","77","173","176","156","2615","-260","5","08/01/11 00:00:00"
"212","647","284","130","107","1565","180","9","08/01/11 00:00:00"
"212","112","251","99","77","3948","-180","10","09/01/10 00:00:00"
"212","312","127","47","35","1007","160","11","07/01/10 00:00:00"
"212","309","127","44","35","1007","160","11","07/01/11 00:00:00"
"212","543","260","96","72","1271","210","7","05/01/10 00:00:00"
"212","815","239","91","66","1197","450","7","10/01/11 00:00:00"
"213","687","258","142","90","2067","360","2","02/01/11 00:00:00"
"213","902","364","166","127","2617","520","2","08/01/11 00:00:00"
"213","664","249","139","87","2580","310","2","11/01/11 00:00:00"
"213","168","67","54","22","677","50","13","12/01/10 00:00:00"
"213","546","234","109","77","1310","200","6","01/01/10 00:00:00"
"213","589","253","116","83","1686","220","6","09/01/10 00:00:00"
"213","567","228","107","75","1691","190","6","11/01/11 00:00:00"
"213","198","81","33","22","984","80","8","11/01/10 00:00:00"
"213","467","214","88","66","923","170","9","03/01/10 00:00:00"
"213","490","225","91","69","1272","160","9","11/01/10 00:00:00"
"213","119","52","28","17","554","40","10","08/01/11 00:00:00"
"213","290","118","44","33","930","110","11","11/01/10 00:00:00"
"213","527","266","92","74","1819","170","4","07/01/11 00:00:00"
"213","527","266","92","74","1797","170","4","08/01/11 00:00:00"
"214","546","251","98","77","1268","280","2","09/01/10 00:00:00"
"214","193","84","39","27","603","110","3","03/01/10 00:00:00"
"214","90","39","25","12","541","80","3","10/01/10 00:00:00"
"214","133","54","27","15","601","40","6","12/01/10 00:00:00"
"214","201","77","32","21","449","90","6","02/01/11 00:00:00"
"214","140","60","47","19","329","50","8","02/01/10 00:00:00"
"214","134","57","46","18","323","50","8","03/01/10 00:00:00"
"214","109","47","40","15","420","30","8","07/01/11 00:00:00"
"214","101","41","36","13","435","30","9","12/01/10 00:00:00"
"216","122","52","41","17","361","40","1","05/01/11 00:00:00"
"216","133","53","44","17","410","50","1","09/01/11 00:00:00"
"216","122","51","76","46","503","30","3","10/01/10 00:00:00"
"216","291","145","65","40","1304","120","5","07/01/10 00:00:00"
"216","346","162","70","45","1091","130","5","04/01/11 00:00:00"
"216","295","149","60","41","1156","120","5","05/01/11 00:00:00"
"216","288","145","60","40","1304","120","5","07/01/11 00:00:00"
"216","117","53","50","20","361","20","6","05/01/11 00:00:00"
"216","108","49","48","18","414","20","6","08/01/11 00:00:00"
"216","53","21","16","5","454","30","8","04/01/10 00:00:00"
"216","44","18","16","5","478","20","8","06/01/11 00:00:00"
"216","200","84","49","26","500","60","12","01/01/10 00:00:00"
"217","345","144","90","47","862","130","2","01/01/10 00:00:00"
"217","367","154","94","50","829","140","2","03/01/10 00:00:00"
"217","456","191","109","63","865","170","2","04/01/10 00:00:00"
"217","376","154","72","49","833","170","3","07/01/10 00:00:00"
"217","262","95","55","30","608","100","3","01/01/11 00:00:00"
"217","587","252","115","83","1316","280","5","04/01/10 00:00:00"
"217","604","243","113","80","1260","260","5","03/01/11 00:00:00"
"217","478","239","90","66","1464","200","6","04/01/10 00:00:00"
"217","190","83","39","27","584","60","9","05/01/10 00:00:00"
"217","134","54","27","15","456","50","11","01/01/10 00:00:00"
"217","245","100","40","28","598","100","11","08/01/10 00:00:00"
"217","187","76","33","21","580","80","11","10/01/10 00:00:00"
"217","150","54","28","15","456","50","11","01/01/11 00:00:00"
"224","463","196","100","64","1167","190","2","08/01/11 00:00:00"
"224","678","291","128","96","1742","340","5","07/01/10 00:00:00"
"224","532","228","108","75","1691","290","5","11/01/10 00:00:00"
"224","213","87","35","24","756","90","8","03/01/10 00:00:00"
"224","223","91","37","25","777","100","8","04/01/10 00:00:00"
"224","178","78","38","25","593","60","9","04/01/10 00:00:00"
"224","262","95","40","26","821","100","10","01/01/11 00:00:00"
"225","85","34","21","9","777","50","2","01/01/10 00:00:00"
"225","82","33","20","9","768","50","2","03/01/10 00:00:00"
"225","119","48","24","13","829","80","2","10/01/10 00:00:00"
"225","115","47","24","13","834","60","2","11/01/10 00:00:00"
"225","92","35","21","9","776","50","2","04/01/11 00:00:00"
"225","106","43","22","12","822","60","2","06/01/11 00:00:00"
"225","118","48","25","13","851","80","3","10/01/10 00:00:00"
"225","85","34","20","9","863","50","3","12/01/10 00:00:00"
"225","143","59","25","16","842","90","3","06/01/11 00:00:00"
"225","133","49","39","15","342","50","5","04/01/10 00:00:00"
"225","130","48","38","14","351","50","5","05/01/10 00:00:00"
"225","125","47","37","14","371","40","5","06/01/10 00:00:00"
"225","104","39","35","12","380","30","5","07/01/10 00:00:00"
"225","141","53","39","16","321","30","5","11/01/10 00:00:00"
"225","201","67","45","20","400","80","5","01/01/11 00:00:00"
"225","185","65","44","20","372","70","5","02/01/11 00:00:00"
"225","169","60","41","18","329","70","5","10/01/11 00:00:00"
"225","114","41","35","12","320","20","5","12/01/11 00:00:00"
"225","114","46","37","14","388","40","6","04/01/10 00:00:00"
"225","90","36","33","11","462","20","6","07/01/10 00:00:00"
"225","120","49","37","15","454","30","6","11/01/10 00:00:00"
"225","106","43","36","13","466","20","6","12/01/10 00:00:00"
"225","109","45","34","14","410","40","6","05/01/11 00:00:00"
"225","98","40","33","12","443","30","6","06/01/11 00:00:00"
"225","89","36","31","11","462","20","6","07/01/11 00:00:00"
"225","111","48","27","15","593","40","8","06/01/10 00:00:00"
"225","236","103","46","33","564","110","8","10/01/10 00:00:00"
"225","214","94","43","31","540","70","8","12/01/10 00:00:00"
"225","193","86","65","32","484","40","9","02/01/10 00:00:00"
"225","150","67","58","25","599","30","9","09/01/10 00:00:00"
"225","159","72","56","27","606","40","9","08/01/11 00:00:00"
"225","189","79","64","30","593","60","9","10/01/11 00:00:00"
"225","160","63","86","57","187","0","4","03/01/11 00:00:00"
"225","127","53","73","48","-267","10","4","06/01/11 00:00:00"
"225","112","47","67","42","-395","0","4","07/01/11 00:00:00"
"225","140","55","79","49","-1053","0","4","12/01/11 00:00:00"
"234","108","46","43","15","415","40","1","08/01/10 00:00:00"
"234","147","59","46","19","411","50","1","11/01/11 00:00:00"
"234","135","54","44","17","424","40","1","12/01/11 00:00:00"
"234","85","34","32","10","428","30","2","08/01/10 00:00:00"
"234","102","42","34","13","384","30","2","05/01/11 00:00:00"
"234","92","38","33","12","414","20","2","06/01/11 00:00:00"
"234","84","34","31","10","432","30","2","07/01/11 00:00:00"
"234","121","46","36","14","424","40","2","11/01/11 00:00:00"
"234","126","52","77","47","509","20","3","09/01/10 00:00:00"
"234","127","53","72","48","458","20","3","05/01/11 00:00:00"
"234","106","44","64","40","496","20","3","06/01/11 00:00:00"
"234","130","51","76","46","503","30","3","10/01/11 00:00:00"
"234","340","170","72","47","1073","140","5","02/01/10 00:00:00"
"234","382","170","76","47","1091","140","5","01/01/11 00:00:00"
"234","387","181","75","50","1283","170","5","11/01/11 00:00:00"
"234","129","58","56","22","325","40","6","03/01/10 00:00:00"
"234","53","21","17","5","449","30","8","03/01/10 00:00:00"
"234","56","21","17","5","449","30","8","03/01/11 00:00:00"
"234","56","21","16","5","454","30","8","04/01/11 00:00:00"
"234","235","94","62","31","697","70","11","05/01/10 00:00:00"
"234","286","114","69","37","810","100","11","08/01/10 00:00:00"
"234","205","82","58","27","788","60","11","10/01/10 00:00:00"
"234","285","112","58","34","502","90","12","04/01/11 00:00:00"
"234","245","96","53","29","666","80","12","09/01/11 00:00:00"
"239","130","53","25","14","803","70","13","05/01/10 00:00:00"
"239","91","33","21","9","777","40","13","01/01/11 00:00:00"
"239","143","59","25","16","842","70","13","06/01/11 00:00:00"
"239","143","59","25","16","870","70","13","07/01/11 00:00:00"
"239","190","79","102","72","551","30","5","01/01/10 00:00:00"
"239","230","96","116","87","683","50","5","10/01/10 00:00:00"
"239","213","79","107","72","551","30","5","01/01/11 00:00:00"
"239","294","124","131","112","717","60","5","07/01/11 00:00:00"
"239","202","86","56","28","547","90","6","10/01/10 00:00:00"
"239","109","48","25","15","593","30","8","06/01/11 00:00:00"
"239","120","54","53","20","312","20","9","01/01/10 00:00:00"
"239","170","78","45","24","995","50","10","05/01/10 00:00:00"
"239","187","86","45","26","1081","50","10","07/01/11 00:00:00"
"239","90","32","21","8","821","40","11","01/01/11 00:00:00"
"239","104","43","22","12","864","50","11","06/01/11 00:00:00"
"253","175","71","46","22","373","90","2","05/01/10 00:00:00"
"253","176","72","46","23","461","80","2","12/01/10 00:00:00"
"253","173","71","43","22","373","90","2","05/01/11 00:00:00"
"253","209","86","46","27","463","120","2","07/01/11 00:00:00"
"253","166","63","43","20","446","70","2","11/01/11 00:00:00"
"253","221","92","113","83","599","60","3","05/01/10 00:00:00"
"253","224","94","114","85","694","40","3","11/01/10 00:00:00"
"253","234","92","113","83","541","60","3","02/01/11 00:00:00"
"253","219","92","105","83","599","60","3","05/01/11 00:00:00"
"253","155","65","87","58","513","10","13","02/01/10 00:00:00"
"253","150","63","87","57","521","10","13","04/01/10 00:00:00"
"253","113","47","71","42","622","0","13","07/01/10 00:00:00"
"253","104","44","64","39","617","10","13","08/01/11 00:00:00"
"253","120","54","53","20","312","20","5","01/01/10 00:00:00"
"253","118","53","53","20","306","20","5","02/01/10 00:00:00"
"253","120","54","54","20","301","20","5","03/01/10 00:00:00"
"253","127","57","55","21","313","30","5","04/01/10 00:00:00"
"253","149","67","59","25","391","30","5","09/01/10 00:00:00"
"253","126","56","54","21","385","50","5","10/01/10 00:00:00"
"253","177","81","47","25","1046","60","6","06/01/10 00:00:00"
"253","189","86","47","26","1081","70","6","07/01/10 00:00:00"
"253","174","80","46","24","1055","80","6","10/01/10 00:00:00"
"253","176","80","45","24","1079","60","6","12/01/10 00:00:00"
"253","292","116","70","38","962","110","8","04/01/10 00:00:00"
"253","258","103","64","33","1130","100","8","09/01/10 00:00:00"
"253","230","92","57","30","1102","90","8","06/01/11 00:00:00"
"253","223","90","56","29","1139","80","8","08/01/11 00:00:00"
"253","308","115","69","37","1166","110","8","12/01/11 00:00:00"
"253","118","48","25","13","839","50","9","08/01/10 00:00:00"
"253","106","43","22","12","822","50","9","06/01/11 00:00:00"
"253","123","47","24","13","834","40","9","11/01/11 00:00:00"
"253","133","49","39","15","342","40","11","04/01/10 00:00:00"
"253","126","47","37","14","366","30","11","08/01/10 00:00:00"
"253","201","67","45","20","400","50","11","01/01/11 00:00:00"
"253","142","49","39","15","342","40","11","04/01/11 00:00:00"
"253","114","41","36","12","320","20","11","12/01/11 00:00:00"
"253","150","61","41","19","390","40","12","01/01/10 00:00:00"
"253","129","52","39","16","376","30","12","03/01/10 00:00:00"
"253","114","46","38","14","388","20","12","04/01/10 00:00:00"
"253","113","43","35","13","466","20","12","12/01/11 00:00:00"
"253","112","49","28","16","611","40","4","03/01/10 00:00:00"
"253","52","22","19","7","570","20","4","11/01/10 00:00:00"
"253","56","24","19","7","567","20","4","12/01/10 00:00:00"
"253","117","48","27","15","617","40","4","02/01/11 00:00:00"
"254","256","104","40","29","821","120","5","05/01/10 00:00:00"
"254","322","123","46","34","959","110","5","12/01/11 00:00:00"
"254","208","86","33","24","499","90","6","05/01/11 00:00:00"
"254","228","94","35","26","608","90","6","07/01/11 00:00:00"
"254","131","50","25","14","589","40","6","11/01/11 00:00:00"
"254","140","57","41","18","364","50","9","01/01/10 00:00:00"
"254","157","57","43","18","364","50","9","01/01/11 00:00:00"
"254","102","42","33","13","384","30","9","05/01/11 00:00:00"
"254","84","34","30","10","432","30","9","07/01/11 00:00:00"
"254","160","64","52","21","-161","50","4","05/01/10 00:00:00"
"262","120","54","53","20","312","30","1","01/01/10 00:00:00"
"262","118","53","53","20","306","30","1","02/01/10 00:00:00"
"262","120","54","53","20","301","30","1","03/01/10 00:00:00"
"262","130","58","55","22","338","20","1","05/01/10 00:00:00"
"262","121","54","53","20","391","20","1","11/01/10 00:00:00"
"262","128","54","53","20","301","30","1","03/01/11 00:00:00"
"262","132","59","52","22","403","20","1","07/01/11 00:00:00"
"262","129","54","53","20","391","20","1","11/01/11 00:00:00"
"262","190","79","102","72","551","20","2","01/01/10 00:00:00"
"262","227","95","115","86","532","30","2","03/01/10 00:00:00"
"262","221","92","112","83","599","40","2","05/01/10 00:00:00"
"262","297","124","141","112","717","60","2","07/01/10 00:00:00"
"262","224","94","114","85","694","30","2","11/01/10 00:00:00"
"262","219","92","104","83","599","40","2","05/01/11 00:00:00"
"262","262","110","121","100","665","50","2","06/01/11 00:00:00"
"262","266","105","125","95","716","30","2","12/01/11 00:00:00"
"262","199","85","56","28","555","70","3","09/01/10 00:00:00"
"262","180","77","52","25","557","60","3","11/01/10 00:00:00"
"262","192","77","53","25","423","60","3","02/01/11 00:00:00"
"262","208","83","54","27","433","80","3","04/01/11 00:00:00"
"262","210","91","54","30","533","90","3","06/01/11 00:00:00"
"262","225","97","55","32","575","80","3","07/01/11 00:00:00"
"262","177","81","46","25","1046","70","5","06/01/10 00:00:00"
"262","168","69","45","21","965","50","5","01/01/11 00:00:00"
"262","164","70","42","21","957","60","5","02/01/11 00:00:00"
"262","185","80","46","24","1055","120","5","10/01/11 00:00:00"
"262","188","80","46","24","1079","80","5","12/01/11 00:00:00"
"262","110","48","28","15","623","50","6","01/01/10 00:00:00"
"262","110","48","27","15","599","50","6","05/01/10 00:00:00"
"262","110","48","28","15","593","50","6","06/01/10 00:00:00"
"262","69","30","21","9","581","30","6","08/01/10 00:00:00"
"262","56","24","19","7","567","30","6","12/01/10 00:00:00"
"262","119","49","29","16","611","60","6","03/01/11 00:00:00"
"262","68","30","20","9","581","30","6","08/01/11 00:00:00"
"262","54","22","19","7","573","50","6","10/01/11 00:00:00"
"262","167","62","42","19","346","70","8","03/01/10 00:00:00"
"262","133","49","38","15","342","50","8","04/01/10 00:00:00"
"262","103","39","33","12","380","40","8","07/01/11 00:00:00"
"262","161","57","41","17","349","70","8","09/01/11 00:00:00"
"262","150","53","40","16","321","50","8","11/01/11 00:00:00"
"262","115","47","25","13","772","50","9","02/01/10 00:00:00"
"262","130","53","26","14","803","60","9","05/01/10 00:00:00"
"262","144","59","27","16","870","60","9","07/01/10 00:00:00"
"262","154","63","28","17","864","70","9","08/01/10 00:00:00"
"262","118","48","25","13","851","60","9","10/01/10 00:00:00"
"262","78","31","20","8","856","40","9","11/01/10 00:00:00"
"262","129","49","25","13","779","50","9","04/01/11 00:00:00"
"262","129","53","24","14","803","60","9","05/01/11 00:00:00"
"262","143","59","25","16","870","60","9","07/01/11 00:00:00"
"262","153","63","26","17","864","70","9","08/01/11 00:00:00"
"262","126","48","25","13","851","60","9","10/01/11 00:00:00"
"262","114","46","37","14","388","40","11","04/01/10 00:00:00"
"262","113","46","37","14","449","40","11","10/01/10 00:00:00"
"262","120","49","38","15","454","20","11","11/01/10 00:00:00"
"262","106","43","35","13","466","20","11","12/01/10 00:00:00"
"262","121","46","37","14","388","40","11","04/01/11 00:00:00"
"262","98","40","33","12","443","20","11","06/01/11 00:00:00"
"262","89","36","31","11","462","10","11","07/01/11 00:00:00"
"262","120","46","37","14","449","40","11","10/01/11 00:00:00"
"262","113","43","35","13","466","20","11","12/01/11 00:00:00"
"262","180","75","98","68","522","10","12","01/01/10 00:00:00"
"262","154","64","88","58","551","10","12","05/01/10 00:00:00"
"262","201","75","103","68","522","10","12","01/01/11 00:00:00"
"262","160","63","86","57","506","10","12","03/01/11 00:00:00"
"262","153","60","84","54","606","0","12","10/01/11 00:00:00"
"262","140","55","79","49","627","0","12","12/01/11 00:00:00"
"281","582","251","98","77","1268","280","2","09/01/11 00:00:00"
"281","188","83","36","27","584","100","3","05/01/11 00:00:00"
"281","96","39","25","12","541","80","3","10/01/11 00:00:00"
"281","276","113","43","31","897","120","5","06/01/10 00:00:00"
"281","140","60","47","19","336","50","8","01/01/10 00:00:00"
"281","157","60","49","19","336","50","8","01/01/11 00:00:00"
"281","121","49","37","15","351","40","9","03/01/10 00:00:00"
"281","85","34","32","10","432","30","9","07/01/10 00:00:00"
"281","85","34","32","10","428","30","9","08/01/10 00:00:00"
"281","114","43","37","13","363","30","9","04/01/11 00:00:00"
"281","131","52","49","17","-456","40","4","07/01/10 00:00:00"
"281","134","54","45","17","-321","40","4","06/01/11 00:00:00"
"303","243","99","39","27","766","120","1","02/01/10 00:00:00"
"303","227","87","36","24","756","100","1","03/01/11 00:00:00"
"303","322","123","45","34","959","130","1","12/01/11 00:00:00"
"303","190","83","39","27","584","80","2","05/01/10 00:00:00"
"303","202","83","39","27","613","80","2","02/01/11 00:00:00"
"303","197","87","38","28","564","80","2","07/01/11 00:00:00"
"303","141","58","32","19","548","50","2","09/01/11 00:00:00"
"303","96","39","24","12","541","50","2","10/01/11 00:00:00"
"303","245","100","40","28","822","120","3","04/01/10 00:00:00"
"303","247","95","38","26","809","110","3","02/01/11 00:00:00"
"303","249","95","38","26","799","110","3","03/01/11 00:00:00"
"303","261","100","40","28","822","120","3","04/01/11 00:00:00"
"303","254","104","37","29","871","120","3","05/01/11 00:00:00"
"303","309","127","43","35","1007","150","3","07/01/11 00:00:00"
"303","100","44","26","14","623","30","13","01/01/10 00:00:00"
"303","106","46","28","15","608","40","13","04/01/10 00:00:00"
"303","94","41","26","13","592","30","13","07/01/10 00:00:00"
"303","112","44","27","14","623","30","13","01/01/11 00:00:00"
"303","113","46","28","15","608","40","13","04/01/11 00:00:00"
"303","134","54","26","15","456","70","5","01/01/10 00:00:00"
"303","210","86","36","24","499","120","5","05/01/10 00:00:00"
"303","230","94","38","26","608","140","5","07/01/10 00:00:00"
"303","199","81","34","22","588","110","5","09/01/10 00:00:00"
"303","187","76","32","21","580","170","5","10/01/10 00:00:00"
"303","123","50","25","14","589","70","5","11/01/10 00:00:00"
"303","201","77","32","21","449","110","5","02/01/11 00:00:00"
"303","228","94","34","26","562","140","5","06/01/11 00:00:00"
"303","131","50","25","14","589","70","5","11/01/11 00:00:00"
"303","189","75","55","24","549","90","6","02/01/10 00:00:00"
"303","160","64","52","21","593","60","6","05/01/10 00:00:00"
"303","135","54","48","17","641","50","6","06/01/10 00:00:00"
"303","131","52","48","17","668","50","6","07/01/10 00:00:00"
"303","150","60","51","19","656","60","6","09/01/10 00:00:00"
"303","182","72","54","23","650","130","6","10/01/10 00:00:00"
